productivity,mpc,wage,search_prob,error
0.6,0.6749999999999999,2500.0,0.30000000000000004,76604723137.31793
0.6,0.6749999999999999,2500.0,0.35000000000000003,76570858591.98415
0.6,0.6749999999999999,2500.0,0.4,76546978514.22197
0.6,0.6749999999999999,2500.0,0.45000000000000007,76530880502.99242
0.6,0.6749999999999999,2500.0,0.5,76519108586.55635
0.6,0.6749999999999999,2750.0,0.30000000000000004,76604723137.31793
0.6,0.6749999999999999,2750.0,0.35000000000000003,76570858591.98415
0.6,0.6749999999999999,2750.0,0.4,76546978514.22197
0.6,0.6749999999999999,2750.0,0.45000000000000007,76530880502.99242
0.6,0.6749999999999999,2750.0,0.5,76519108586.55635
0.6,0.6749999999999999,3000.0,0.30000000000000004,76604723137.31793
0.6,0.6749999999999999,3000.0,0.35000000000000003,76570858591.98415
0.6,0.6749999999999999,3000.0,0.4,76546978514.22197
0.6,0.6749999999999999,3000.0,0.45000000000000007,76530880502.99242
0.6,0.6749999999999999,3000.0,0.5,76519108586.55635
0.6,0.7,2000.0,0.30000000000000004,76604723137.31793
0.6,0.7,2000.0,0.35000000000000003,76570858591.98415
0.6,0.7,2000.0,0.4,76546978514.22197
0.6,0.7,2000.0,0.45000000000000007,76530880502.99242
0.6,0.7,2000.0,0.5,76519108586.55635
0.6,0.7,2250.0,0.30000000000000004,76604723137.31793
0.6,0.7,2250.0,0.35000000000000003,76570858591.98415
0.6,0.7,2250.0,0.4,76546978514.22197
0.6,0.7,2250.0,0.45000000000000007,76530880502.99242
0.6,0.7,2250.0,0.5,76519108586.55635
0.6,0.7,2500.0,0.30000000000000004,76604723137.31793
0.6,0.7,2500.0,0.35000000000000003,76570858591.98415
